dialoglk Nope I don't see any... even if I click on a direct link it just goes to my feed and nothing plays. I'm fedup of this.
"3 most useless things

1. Semi luxury buses
2. Neighbors love
3. @dialoglk"
I had a good VR gamimg experience with dialog
dialog is an exellent company
"What the hell @dialoglk 

4th time in this month router internet is not working 

I am continuously facing this problem 

Whatâ€™s happening there???

Donâ€™t you have a permanent solution for this problem???
I never heard that @SriLankaTelecom make any issues like you"
"@dialoglk Moreover, your technical team mentioned that the Indian signal interference issue is currently affected only to @dialoglk broadband signal and not for the mobile data signal."
I finally choosed Dialog since two weeks and am plenty satisfied with the speed and the service.I was able to use the net the day of opening without any problem after three hours.Hope it will last.
@dialoglk @KumarSanga2 Happy birthday Ranga ! All the best for todayâ€™s game !
"Really great service, came on-stream promptly, was knowledgeable (and eloquent). I was comparing you guys to another provider and this sealed the deal (along with sorting a Silver number when they weren’t available – which showed some staff empowerment to get it, which bodes well). Anyway, I’m signed up now so fingers crossed for the next stages"
Superb speed.
This is place where they rip off from poor people. Horrible customer care service. They do not deserve to be the number 01.
the credit loan is very reliable 
High speed internet connection made my day.
The router is superb along with the app allowing you to control and prioritise your broadband to devices.
1st class service provider in Sri Lanka
RT @MBManJuLa: How long does it usually take @dialoglk to say where the issue is?. Roughly around 48 minute if you call the super customer care. 
"FUCKING TRICKED ME, BAD BUSINESS ITS A FUCKING JOKE. BULLSHIT BUSINESS STRUCTURE"
"Ever since I got Dialog broadband it would regularly drop out, Dialog's response has been to blame everyone but themselves, and have basically washed their hands of the problem stating I have too many internet enabled devices, despite their competitors (like BT) having no issues with the number of devices, and ignoring that their router does not actively manage these devices. I never thought I'd experience the day when I actually miss BT's customer service. Anyway I guess I'm heading to the ombudsman to try and get some sort of half decent service."
MobitelSriLanka @dialoglk @AirtelSrilanka This is high time to open your generous to the Citizens of Sri Lanka. Data limits you all offer now doesn't serve the present requirements of your clients.Pls increase Data Limits ???????? https://t.co/CpPYFIDEB7
